Frituur,Locatie,Link,Date,Pic,Taste,Crunch,Presentation,Mayo,Opmerking
Villa Don,Amsterdam,https://maps.app.goo.gl/BbyvUz3PknP76XVM7,15/12/2024,img\friet\IMG_20241215_191429_lowq.jpg,4,3,3,4,"Geile frieten alvorens Roza en ik naar een concert gingen in de AFAS Live. Veel respect voor de frietenman. Hij was echt on fire en aan het knallen als een kampioen, met van die vuurvaste doorgefikte handen. De smaak was best goed en de smaak van aardappel was nog te herkennen. Dit vind ik altijd een must. Frieten waren aan de vettige kant, mede doordat de frietenman het te druk had om rustig te wachten tot al het vet weg was gedropen uit de opvangbak."
